rooms,area,living_area,kitchen_area,floor,total_floors,price_usd,price_per_m2,house_type,ceiling_height,condition,parking,furniture,district,latitude,longitude,null_counts,has_window_grills,security_high,bathroom_count,bathroom_type,balcony_type,wooden_floor,floor_relative,living_ratio,kitchen_ratio,building_age,building_stage
3,91.8,65.45267585313513,18.753697303401946,4.0,12.0,80564,877,monolithic,2.7,good,private_parking,fully_furnished,Saryshyk,51.124860598724,71.483709025924,2,0,0,1,separate,multiple,0,0.3333333333333333,0.7129921116899253,0.20428864164925867,13,0
1,49.0,34.936613472806336,11.0,8.0,13.0,54037,1102,brick,2.8,unknown,private_parking,unknown,Nura,51.129130893609,71.362274036631,7,0,0,1,unknown,unknown,0,0.6153846153846154,0.7129921116899253,0.22448979591836735,7,0
1,51.3,36.57649532969316,10.48000731660697,3.0,9.0,40282,785,unknown,2.7,good,no_parking,fully_furnished,Saryarka,51.168776356807,71.39408278119,5,0,0,1,combined,balcony,0,0.3333333333333333,0.7129921116899252,0.2042886416492587,11,0
3,88.0,62.74330582871342,17.977400465134764,9.0,10.0,61896,703,brick,2.7,good,private_parking,partially_furnished,unknown,51.175071206679,71.450911532023,4,0,0,1,separate,balcony,0,0.9,0.7129921116899252,0.20428864164925867,18,0
2,45.0,32.08464502604663,9.192988874216642,11.0,22.0,61857,1374,monolithic,2.7,new,private_parking,fully_furnished,Yesil,51.117651398604,71.429340438989,3,0,0,1,combined,loggia,0,0.5,0.7129921116899252,0.2042886416492587,6,0
2,63.68,45.40333767241443,10.0,3.0,9.0,67791,1064,brick,3.0,unknown,private_parking,unknown,Saryshyk,51.11220739361,71.528722220277,7,0,0,1,unknown,unknown,0,0.3333333333333333,0.7129921116899252,0.157035175879397,1,0
3,106.7,76.07625831731502,21.797598063975904,8.0,12.0,141478,1325,monolithic,3.0,unknown,private_parking,unknown,Yesil,51.081184485734,71.433738636507,8,0,0,1,unknown,unknown,0,0.6666666666666666,0.7129921116899253,0.2042886416492587,0,1
2,53.0,37.788581919566035,10.827298007410711,3.0,3.0,47159,889,brick,2.7,unknown,no_parking,unknown,Nura,51.123605,71.262121,7,0,0,1,separate,unknown,0,1.0,0.7129921116899252,0.2042886416492587,5,0
2,66.0,47.05747937153506,13.483050348851075,9.0,11.0,62859,952,brick,3.0,unknown,private_parking,unknown,Yesil,51.122507781874,71.488291809766,8,0,0,1,unknown,unknown,0,0.8181818181818182,0.7129921116899252,0.2042886416492587,6,0
2,70.8,50.4798415076467,10.9,8.0,9.0,78599,1110,monolithic,3.0,good,private_parking,partially_furnished,Yesil,51.130067,71.437274,1,1,0,1,combined,loggia,0,0.8888888888888888,0.7129921116899252,0.15395480225988703,17,0
2,58.0,41.35354247801566,11.848741215657004,10.0,18.0,72704,1253,unknown,3.0,unknown,private_parking,unknown,Nura,51.129111871388,71.383616703756,6,0,1,1,combined,balcony,0,0.5555555555555556,0.7129921116899252,0.2042886416492587,1,0
1,41.5,29.589172635131895,9.4,12.0,14.0,53644,1292,monolithic,3.0,unknown,private_parking,unfurnished,Nura,51.096908646153,71.382093393245,3,0,1,1,combined,loggia,0,0.8571428571428571,0.7129921116899252,0.22650602409638554,2,0
3,83.0,59.17834527026379,16.95595725688847,10.0,18.0,133599,1609,monolithic,3.0,new,private_parking,fully_furnished,Yesil,51.134451768633,71.378543654932,3,0,0,1,unknown,loggia,0,0.5555555555555556,0.7129921116899252,0.2042886416492587,5,0
1,37.0,26.380708132527232,7.558679741022572,9.0,9.0,39280,1061,brick,2.7,unknown,private_parking,unknown,Almaty,51.122591852109,71.499097215364,8,0,0,1,unknown,unknown,0,1.0,0.7129921116899252,0.2042886416492587,6,0
3,89.0,63.45629794040334,18.181689106784024,6.0,9.0,76634,861,monolithic,2.85,unknown,no_parking,unknown,Yesil,51.081507476413,71.495146761767,8,0,0,2,multiple,unknown,0,0.6666666666666666,0.7129921116899252,0.2042886416492587,1,0
2,65.0,46.34448725984514,11.0,12.0,17.0,68774,1058,brick,2.7,new,no_parking,partially_furnished,Almaty,51.107481459997,71.534525878572,2,0,0,1,combined,balcony,0,0.7058823529411765,0.7129921116899252,0.16923076923076924,6,0
4,130.0,92.68897451969028,26.55752341440363,5.0,8.0,298677,2297,monolithic,3.0,unknown,private_parking,unknown,Almaty,51.11728037249,71.460915703853,8,0,0,2,unknown,unknown,0,0.625,0.7129921116899252,0.2042886416492587,3,0
3,98.0,69.87322694561267,12.0,7.0,9.0,119864,1223,monolithic,3.0,new,private_parking,partially_furnished,Yesil,51.094039145382,71.426944469711,1,0,0,2,multiple,multiple,0,0.7777777777777778,0.7129921116899253,0.12244897959183673,10,0
1,41.9,29.874369479807864,10.0,6.0,9.0,51482,1228,brick,3.0,unknown,private_parking,unknown,Yesil,51.070762466858,71.424167889501,7,0,0,1,unknown,unknown,0,0.6666666666666666,0.7129921116899252,0.23866348448687352,2,0
3,69.0,49.19645570660484,8.0,2.0,5.0,54430,788,brick,2.5,unknown,public_parking,fully_furnished,Baikonur,51.170096,71.438325,3,0,0,1,unknown,multiple,0,0.4,0.7129921116899252,0.11594202898550725,39,0
3,96.0,68.44724272223282,19.611709598328837,4.0,20.0,98249,1023,panel,2.7,unknown,private_parking,partially_furnished,unknown,51.154179,71.478246,4,0,1,2,multiple,loggia,0,0.2,0.7129921116899252,0.20428864164925872,1,0
3,95.0,67.73425061054289,15.11,7.0,10.0,147371,1551,brick,3.0,new,private_parking,partially_furnished,Nura,51.139629683703,71.385777561702,1,1,1,2,multiple,multiple,0,0.7,0.7129921116899252,0.15905263157894736,5,0
3,112.0,79.85511650927162,22.880327864716975,3.0,5.0,88424,789,brick,2.7,good,no_parking,partially_furnished,Almaty,51.146388,71.468051,5,0,0,1,separate,multiple,0,0.6,0.7129921116899253,0.2042886416492587,20,0
2,74.0,52.761416265054464,12.2,4.0,10.0,94319,1274,monolithic,2.9,unknown,private_parking,fully_furnished,Yesil,51.110037722596,71.427172177754,4,0,0,1,combined,unknown,0,0.4,0.7129921116899252,0.16486486486486485,10,0
3,60.0,42.77952670139551,6.0,1.0,5.0,43229,720,panel,2.6,new,no_parking,fully_furnished,Saryarka,51.179848,71.408654,3,0,0,1,combined,unknown,0,0.2,0.7129921116899252,0.1,60,0
1,42.0,29.945668690976856,12.0,3.0,9.0,74669,1777,monolithic,2.7,unknown,no_parking,unknown,Yesil,51.139217959845,71.387939262811,9,0,0,1,unknown,unknown,0,0.3333333333333333,0.7129921116899252,0.2857142857142857,4,0
3,125.5,89.4805100170856,25.638224526981965,8.0,12.0,127723,1017,monolithic,3.0,unknown,private_parking,fully_furnished,Yesil,51.12883309826,71.43578290607,5,0,0,2,multiple,multiple,0,0.6666666666666666,0.7129921116899252,0.2042886416492587,16,0
2,41.8,29.80307026863887,8.539265220939013,6.0,22.0,78402,1875,monolithic,3.0,new,private_parking,unknown,Saryshyk,51.116522794538,71.467287711571,6,0,0,1,combined,unknown,0,0.2727272727272727,0.7129921116899252,0.2042886416492587,3,0
1,32.0,22.815747574077605,6.537236532776278,6.0,9.0,26527,828,monolithic,2.7,unknown,private_parking,unknown,Almaty,51.130222855291,71.545884536902,6,0,0,1,combined,unknown,0,0.6666666666666666,0.7129921116899252,0.2042886416492587,1,0
3,80.4,57.324565779869985,10.1,2.0,5.0,65807,818,brick,2.7,unknown,private_parking,unfurnished,Yesil,51.032414935318,71.413869433485,4,0,0,1,separate,loggia,0,0.4,0.7129921116899252,0.12562189054726366,2,0
1,42.0,29.945668690976856,13.0,16.0,20.0,47159,1122,monolithic,2.7,new,private_parking,fully_furnished,Saryshyk,51.118438,71.501558,4,0,0,1,unknown,loggia,0,0.8,0.7129921116899252,0.30952380952380953,1,0
4,100.0,71.29921116899251,20.42886416492587,-1.0,-1.0,235798,2357,brick,3.0,unknown,no_parking,fully_furnished,Yesil,51.111582830266,71.402256272412,9,0,0,1,unknown,unknown,1,1.0,0.7129921116899252,0.2042886416492587,4,0
3,110.0,78.42913228589177,22.471750581418455,5.0,5.0,84494,768,monolithic,2.7,unknown,private_parking,fully_furnished,Saryarka,51.164531749883,71.405007917612,4,0,0,2,multiple,unknown,0,1.0,0.7129921116899252,0.20428864164925867,20,0
2,57.0,40.64055036632573,11.644452574007746,6.0,8.0,54037,948,monolithic,2.7,unknown,private_parking,unknown,Almaty,51.109480257463,71.537861824036,8,0,0,1,unknown,unknown,0,0.75,0.7129921116899252,0.2042886416492587,8,0
4,128.0,91.26299029631042,26.148946131105113,9.0,12.0,137548,1074,brick,3.0,unknown,private_parking,unknown,Saryarka,51.160401012437,71.409969907254,8,0,0,1,unknown,unknown,0,0.75,0.7129921116899252,0.2042886416492587,20,0
2,65.0,46.34448725984514,13.278761707201815,2.0,9.0,70739,1088,monolithic,2.75,unknown,private_parking,unknown,Yesil,51.056317811178,71.424622535487,8,0,0,1,unknown,unknown,0,0.2222222222222222,0.7129921116899252,0.2042886416492587,2,0
3,60.0,42.77952670139551,12.257318498955522,1.0,5.0,48142,802,panel,2.7,good,no_parking,unknown,Almaty,51.150315,71.4685,9,0,0,1,unknown,unknown,0,0.2,0.7129921116899252,0.2042886416492587,49,0
2,57.0,40.64055036632573,11.644452574007746,3.0,16.0,62879,1103,brick,2.7,new,public_parking,fully_furnished,Almaty,51.15786547587,71.507043913007,2,0,0,1,combined,loggia,0,0.1875,0.7129921116899252,0.2042886416492587,16,0
3,72.92,51.99138478442934,15.43,11.0,12.0,64478,884,unknown,2.7,unknown,no_parking,unknown,Saryshyk,51.112456,71.513577,9,0,0,1,combined,unknown,0,0.9166666666666666,0.7129921116899252,0.21160175534832693,1,0
2,42.0,29.945668690976856,6.0,5.0,16.0,60325,1436,monolithic,3.0,unknown,private_parking,fully_furnished,Nura,51.141687547843,71.359992027228,2,0,0,1,combined,loggia,0,0.3125,0.7129921116899252,0.14285714285714285,1,0
2,45.4,32.3698418707226,6.0,1.0,8.0,52072,1146,unknown,2.8,good,no_parking,partially_furnished,Almaty,51.122424,71.499366,3,1,0,1,combined,loggia,0,0.125,0.7129921116899252,0.13215859030837004,6,0
2,50.0,35.64960558449626,6.0,10.0,16.0,80564,1611,monolithic,2.7,unknown,private_parking,fully_furnished,unknown,51.137845967253,71.397400719972,3,0,1,1,combined,balcony,0,0.625,0.7129921116899252,0.12,5,0
2,40.0,28.519684467597006,6.0,12.0,12.0,54037,1350,unknown,3.0,unknown,private_parking,fully_furnished,Saryarka,51.166606,71.370242,3,0,0,1,combined,balcony,0,1.0,0.7129921116899252,0.15,1,0
2,46.0,32.79763713773656,9.3972775158659,11.0,14.0,49124,1067,monolithic,2.7,unknown,no_parking,unknown,Saryarka,51.171721047699,71.366171223896,9,0,0,1,unknown,unknown,0,0.7857142857142857,0.7129921116899252,0.2042886416492587,2,0
2,65.9,46.986180160366075,13.46262148468615,9.0,9.0,78206,1186,monolithic,3.0,unknown,private_parking,unfurnished,Almaty,51.115647151636,71.485969345797,4,0,0,1,combined,loggia,0,1.0,0.7129921116899252,0.2042886416492587,4,0
3,80.0,57.03936893519401,16.343091331940695,20.0,24.0,88424,1105,monolithic,2.8,unknown,private_parking,fully_furnished,Almaty,51.112812,71.537221,3,0,0,2,multiple,multiple,0,0.8333333333333334,0.7129921116899252,0.2042886416492587,6,0
2,61.0,43.49251881308543,12.46160714060478,8.0,12.0,90389,1481,monolithic,2.7,new,no_parking,unknown,Nura,51.082052499694,71.380417678938,8,0,0,1,unknown,unknown,0,0.6666666666666666,0.7129921116899252,0.2042886416492587,1,0
3,113.3,80.78200625446851,14.0,5.0,9.0,88424,780,monolithic,2.7,new,public_parking,unknown,Yesil,51.126512216396,71.41094846708,3,0,0,1,separate,multiple,0,0.5555555555555556,0.7129921116899252,0.1235657546337158,21,0
2,42.0,29.945668690976856,8.580122949268866,7.0,9.0,82529,1964,other,3.0,unknown,private_parking,unknown,Nura,51.124699103465,71.402835845838,8,0,0,1,unknown,unknown,0,0.7777777777777778,0.7129921116899252,0.2042886416492587,2,0
3,111.24,79.31324250438728,22.725068497063535,15.0,22.0,186673,1678,monolithic,3.0,unknown,private_parking,unknown,Yesil,51.101694,71.452177,8,0,0,2,unknown,unknown,0,0.6818181818181818,0.7129921116899252,0.2042886416492587,1,0
1,44.0,31.37165291435671,8.988700232567382,16.0,16.0,44212,1004,monolithic,3.0,new,no_parking,fully_furnished,Almaty,51.124504,71.48104,5,0,0,1,unknown,unknown,0,1.0,0.7129921116899252,0.20428864164925867,9,0
3,73.3,52.26232178687151,14.974357432890661,10.0,17.0,82136,1120,monolithic,2.7,rough,private_parking,unknown,Yesil,51.117651398604,71.429340438989,7,0,0,1,unknown,unknown,0,0.5882352941176471,0.7129921116899252,0.2042886416492587,5,0
3,92.0,65.59527427547312,11.0,18.0,22.0,176848,1922,monolithic,2.7,unknown,private_parking,unknown,Yesil,51.128116,71.404091,4,1,1,1,separate,multiple,0,0.8181818181818182,0.7129921116899252,0.11956521739130435,4,0
1,42.0,29.945668690976856,6.5,10.0,12.0,65826,1567,brick,3.0,new,private_parking,unknown,Saryshyk,51.115482140214,71.494567674608,3,0,0,1,combined,unknown,0,0.8333333333333334,0.7129921116899252,0.15476190476190477,1,0
1,30.6,21.81755861771171,6.251232434467316,6.0,10.0,30457,995,brick,2.7,rough,private_parking,unknown,Yesil,51.117177,71.394676,6,0,0,1,combined,loggia,0,0.6,0.7129921116899252,0.2042886416492587,3,0
2,56.8,40.497951943987744,11.603594845677893,6.0,8.0,54037,951,monolithic,2.7,unknown,private_parking,unknown,Almaty,51.109480257463,71.537861824036,8,0,0,1,unknown,unknown,0,0.75,0.712992111689925,0.2042886416492587,8,0
1,40.0,28.519684467597006,8.171545665970347,8.0,12.0,56984,1424,brick,3.0,unknown,private_parking,unknown,Nura,51.101004509663,71.40182605911,6,0,0,1,combined,unknown,0,0.6666666666666666,0.7129921116899252,0.2042886416492587,5,0
3,87.5,62.38680977286845,15.0,4.0,6.0,60914,696,brick,2.7,needs_repair,public_parking,partially_furnished,Almaty,51.146388,71.528022,1,0,0,1,separate,multiple,0,0.6666666666666666,0.7129921116899252,0.17142857142857143,13,0
2,66.2,47.20007779387305,11.31,4.0,6.0,90389,1365,brick,3.3,rough,private_parking,unknown,Saryshyk,51.105872102877,71.50200700719,4,0,0,1,unknown,loggia,0,0.6666666666666666,0.7129921116899252,0.17084592145015107,0,1
3,95.2,67.87684903288088,17.3,7.0,13.0,76634,804,monolithic,2.7,good,private_parking,fully_furnished,Almaty,51.140680815333,71.478591375052,1,0,0,1,separate,balcony,1,0.5384615384615384,0.7129921116899253,0.18172268907563024,13,0
3,74.3,52.97531389856144,15.17864607453992,7.0,9.0,61896,833,unknown,2.7,rough,no_parking,unknown,Nura,51.123487,71.371688,9,0,0,1,separate,unknown,0,0.7777777777777778,0.7129921116899252,0.2042886416492587,1,0
1,30.0,21.389763350697756,6.128659249477761,2.0,9.0,30456,1015,monolithic,2.7,unknown,private_parking,unknown,Almaty,51.147622396404,71.482434140417,8,0,0,1,unknown,unknown,0,0.2222222222222222,0.7129921116899252,0.2042886416492587,20,0
1,48.5,34.58011741696137,11.16,10.0,14.0,53054,1093,monolithic,3.0,unknown,private_parking,unknown,Nura,51.15533731698,71.369509294973,4,0,1,1,combined,balcony,0,0.7142857142857143,0.7129921116899252,0.23010309278350516,0,1
3,52.0,37.075589807876106,10.623009365761453,5.0,5.0,39083,751,unknown,2.6,unknown,no_parking,fully_furnished,Almaty,51.152303,71.465984,8,0,0,1,unknown,balcony,0,1.0,0.7129921116899252,0.2042886416492587,51,0
3,68.7,48.98255807309786,14.034629681304073,9.0,10.0,64844,943,brick,2.7,new,private_parking,unknown,Saryshyk,51.119286,71.51876,6,0,0,1,separate,balcony,0,0.9,0.7129921116899252,0.2042886416492587,6,0
1,36.04,25.6962357053049,9.73,2.0,9.0,49910,1384,monolithic,3.0,rough,private_parking,unknown,Nura,51.108878229703,71.39119285989,4,0,1,1,combined,unknown,0,0.2222222222222222,0.7129921116899252,0.2699778024417314,0,1
2,38.0,27.093700244217157,7.76296838267183,11.0,12.0,50087,1318,brick,2.7,new,private_parking,fully_furnished,Saryshyk,51.113323552679,71.510777821999,2,0,0,1,combined,loggia,0,0.9166666666666666,0.7129921116899252,0.2042886416492587,6,0
2,54.0,38.501574031255956,11.03158664905997,2.0,12.0,44212,818,monolithic,2.7,unknown,private_parking,unknown,Saryarka,51.173499682686,71.367785729068,8,0,0,1,unknown,unknown,0,0.16666666666666666,0.7129921116899252,0.2042886416492587,5,0
2,51.0,36.362597696186185,10.418720724112193,17.0,21.0,69167,1356,monolithic,2.7,unknown,private_parking,unknown,Yesil,51.117486634324,71.428610786863,4,0,0,1,combined,loggia,0,0.8095238095238095,0.7129921116899252,0.2042886416492587,2,0
2,61.0,43.49251881308543,12.46160714060478,11.0,12.0,84494,1385,brick,3.0,unknown,private_parking,fully_furnished,unknown,51.100011563266,71.437308322225,4,0,0,1,combined,loggia,0,0.9166666666666666,0.7129921116899252,0.2042886416492587,2,0
2,54.0,38.501574031255956,10.0,7.0,9.0,88424,1637,panel,2.7,good,public_parking,fully_furnished,Yesil,51.125239648411,71.424479484558,1,0,0,1,separate,balcony,0,0.7777777777777778,0.7129921116899252,0.18518518518518517,19,0
1,40.0,28.519684467597006,8.171545665970347,9.0,17.0,47159,1178,monolithic,3.0,rough,private_parking,unknown,Nura,51.085090503896,71.386858295729,4,0,0,1,combined,balcony,0,0.5294117647058824,0.7129921116899252,0.2042886416492587,6,0
3,80.0,57.03936893519401,12.0,3.0,9.0,68774,859,monolithic,2.7,unknown,private_parking,unknown,Almaty,51.158185730928,71.482765057954,5,0,0,1,unknown,unknown,0,0.3333333333333333,0.7129921116899252,0.15,18,0
2,45.5,32.441141081891594,10.0,8.0,9.0,58949,1295,monolithic,2.7,unknown,private_parking,fully_furnished,Nura,51.136260731414,71.361817273388,2,0,0,1,combined,balcony,0,0.8888888888888888,0.7129921116899252,0.21978021978021978,5,0
1,42.0,29.945668690976856,12.0,7.0,8.0,42050,1001,monolithic,3.0,new,private_parking,fully_furnished,Saryshyk,51.112784,71.542458,1,0,0,1,combined,balcony,0,0.875,0.7129921116899252,0.2857142857142857,6,0
3,93.6,66.73606165417699,8.0,10.0,25.0,133029,1421,monolithic,2.7,unknown,private_parking,unknown,Saryshyk,51.128252,71.461367,8,0,0,1,unknown,unknown,0,0.4,0.7129921116899252,0.08547008547008547,13,0
2,63.4,45.203699881141254,9.8,12.0,12.0,53054,836,brick,2.7,rough,no_parking,unknown,Saryshyk,51.125991,71.49288,6,0,0,1,combined,multiple,0,1.0,0.7129921116899252,0.15457413249211358,1,0
4,107.0,76.290155950822,21.858884656470682,10.0,16.0,141478,1322,monolithic,3.0,new,private_parking,fully_furnished,Nura,51.096908646153,71.382093393245,4,0,0,2,multiple,multiple,0,0.625,0.7129921116899252,0.20428864164925872,1,0
2,82.0,58.46535315857386,16.0,4.0,7.0,59538,726,brick,2.8,good,private_parking,partially_furnished,unknown,51.118264559009,71.515804528885,2,0,0,1,combined,balcony,0,0.5714285714285714,0.7129921116899252,0.1951219512195122,6,0
2,60.0,42.77952670139551,10.0,13.0,17.0,60914,1015,brick,2.7,new,private_parking,partially_furnished,Almaty,51.141569385746,71.474633784585,2,0,0,1,separate,multiple,0,0.7647058823529411,0.7129921116899252,0.16666666666666666,17,0
1,38.0,27.093700244217157,13.0,5.0,5.0,32422,853,brick,2.7,unknown,no_parking,fully_furnished,Almaty,51.143223,71.462912,4,0,0,1,separate,unknown,0,1.0,0.7129921116899252,0.34210526315789475,37,0
4,108.0,77.00314806251191,12.0,12.0,13.0,98052,907,monolithic,2.7,rough,private_parking,unknown,Almaty,51.143084748885,71.461148003542,4,0,0,1,separate,loggia,0,0.9230769230769231,0.7129921116899252,0.1111111111111111,3,0
4,147.0,104.809840418419,30.030430322441028,6.0,9.0,206323,1403,brick,3.0,unknown,private_parking,unknown,Yesil,51.105603730407,71.434851352635,8,0,0,2,unknown,unknown,0,0.6666666666666666,0.7129921116899252,0.2042886416492587,8,0
3,95.0,67.73425061054289,19.407420956679577,4.0,12.0,117899,1241,brick,3.0,unknown,private_parking,unknown,Nura,51.142212581869,71.368182966301,8,0,0,1,unknown,unknown,0,0.3333333333333333,0.7129921116899252,0.2042886416492587,6,0
2,62.0,44.20551092477536,12.665895782254038,3.0,7.0,44212,713,brick,2.8,unknown,private_parking,unknown,Almaty,51.112464880121,71.539736195784,8,0,0,1,unknown,unknown,0,0.42857142857142855,0.7129921116899252,0.2042886416492587,5,0
1,36.0,25.667716020837304,7.354391099373313,2.0,12.0,56002,1555,brick,3.0,rough,private_parking,unknown,Yesil,51.098165350216,71.442249169496,4,0,0,1,combined,balcony,0,0.16666666666666666,0.7129921116899252,0.2042886416492587,2,0
3,92.6,66.02306954248706,16.0,8.0,14.0,81546,880,monolithic,2.7,unknown,private_parking,unknown,Yesil,51.124234931961,71.419264901635,6,0,0,1,combined,unknown,0,0.5714285714285714,0.7129921116899252,0.17278617710583155,18,0
1,40.3,28.73358210110398,8.232832258465125,4.0,10.0,49124,1218,brick,2.8,unknown,no_parking,fully_furnished,Saryarka,51.173575,71.423889,5,0,0,1,separate,unknown,1,0.4,0.7129921116899252,0.2042886416492587,19,0
3,70.0,49.90944781829476,11.0,6.0,9.0,64844,926,brick,2.75,unknown,public_parking,partially_furnished,Almaty,51.156613563459,71.5076639071,3,0,0,1,separate,balcony,0,0.6666666666666666,0.7129921116899252,0.15714285714285714,12,0
2,40.4,28.804881312272975,8.25326112263005,3.0,17.0,76634,1896,monolithic,3.0,new,private_parking,fully_furnished,Yesil,51.11465,71.416604,3,0,1,1,combined,unknown,0,0.17647058823529413,0.7129921116899252,0.20428864164925867,1,0
4,135.0,96.25393507813989,14.0,7.0,8.0,216148,1601,brick,3.0,unknown,private_parking,fully_furnished,Yesil,51.099105072306,71.429398610877,5,0,0,2,multiple,unknown,0,0.875,0.7129921116899252,0.1037037037037037,5,0
3,62.5,44.562006980620325,12.768040103078668,9.0,14.0,78599,1257,monolithic,2.7,good,public_parking,fully_furnished,Yesil,51.124234931961,71.419264901635,3,1,1,1,combined,unknown,0,0.6428571428571429,0.7129921116899252,0.2042886416492587,18,0
3,105.0,74.86417172744214,21.450307373172162,17.0,22.0,88424,842,monolithic,2.8,new,private_parking,unknown,Baikonur,51.16459323487,71.439426820507,4,0,0,1,separate,multiple,0,0.7727272727272727,0.7129921116899252,0.2042886416492587,18,0
1,51.6,36.79039296320014,10.541293909101748,8.0,25.0,49124,952,monolithic,2.7,rough,no_parking,unknown,Almaty,51.143672842794,71.460188747064,5,0,0,1,combined,balcony,0,0.32,0.7129921116899252,0.20428864164925867,2,0
1,40.0,28.519684467597006,8.171545665970347,13.0,15.0,53052,1326,brick,3.0,new,private_parking,fully_furnished,Saryshyk,51.116364521544,71.482962078517,2,0,1,1,combined,loggia,0,0.8666666666666667,0.7129921116899252,0.2042886416492587,6,0
3,86.0,61.31732160533356,17.568823181836247,6.0,9.0,98052,1140,brick,2.7,good,private_parking,fully_furnished,Almaty,51.134859,71.466532,3,0,0,1,combined,balcony,0,0.6666666666666666,0.7129921116899252,0.2042886416492587,11,0
3,111.0,79.1421243975817,22.676039223067715,3.0,9.0,172918,1557,monolithic,3.0,rough,no_parking,unknown,Yesil,51.080664134535,71.436212032124,8,0,0,2,unknown,unknown,0,0.3333333333333333,0.7129921116899252,0.2042886416492587,1,0
2,57.2,40.78314878866372,11.6,10.0,14.0,75651,1322,other,2.7,new,private_parking,partially_furnished,Almaty,51.132171895589,71.50454004285,1,0,0,1,separate,balcony,0,0.7142857142857143,0.7129921116899252,0.20279720279720279,16,0
3,118.0,84.13306917941117,24.106059714612528,14.0,15.0,210253,1781,monolithic,3.0,unknown,private_parking,unknown,Yesil,51.08632980269,71.408852701671,8,0,0,2,unknown,unknown,0,0.9333333333333333,0.7129921116899252,0.2042886416492587,1,0
1,34.45,24.562578247717923,8.6,8.0,12.0,42738,1240,monolithic,2.65,unknown,private_parking,unknown,Nura,51.081668871027,71.379566137076,6,1,1,1,unknown,unknown,0,0.6666666666666666,0.7129921116899252,0.24963715529753264,1,0
2,58.8,41.9239361673676,10.69,1.0,9.0,72114,1226,brick,3.0,rough,private_parking,unknown,Yesil,51.070714498296,71.422918109758,3,0,1,1,separate,balcony,0,0.1111111111111111,0.7129921116899252,0.18180272108843537,2,0
3,95.0,67.73425061054289,19.407420956679577,9.0,20.0,121829,1282,monolithic,3.0,new,private_parking,unknown,Yesil,51.099392303881,71.404903794126,6,0,0,2,multiple,unknown,0,0.45,0.7129921116899252,0.2042886416492587,6,0
1,38.1,27.16499945538615,7.783397246836756,7.0,14.0,41264,1083,monolithic,2.7,unknown,no_parking,fully_furnished,Almaty,51.141048,71.483529,6,0,0,1,combined,unknown,0,0.5,0.7129921116899252,0.2042886416492587,15,0
3,70.0,49.90944781829476,14.30020491544811,15.0,18.0,133618,1908,monolithic,3.0,unknown,private_parking,unknown,Yesil,51.098813790944,71.410808649141,8,0,0,1,unknown,unknown,0,0.8333333333333334,0.7129921116899252,0.2042886416492587,6,0
3,92.61,66.03019946360396,18.91917110313785,6.0,9.0,108074,1166,monolithic,3.0,unknown,private_parking,unknown,Yesil,51.072891924239,71.425185799544,8,0,0,1,unknown,unknown,0,0.6666666666666666,0.7129921116899252,0.2042886416492587,1,0
2,59.8,42.63692827905752,12.21646077062567,12.0,22.0,69756,1166,monolithic,2.7,new,no_parking,fully_furnished,Nura,51.116625638989,71.393375550926,8,0,0,1,unknown,unknown,0,0.5454545454545454,0.7129921116899252,0.2042886416492587,5,0
1,41.0,29.23267657928693,8.375834307619607,9.0,10.0,56198,1370,monolithic,3.0,good,private_parking,fully_furnished,Yesil,51.07820008307,71.42235633285,2,0,1,1,combined,loggia,0,0.9,0.7129921116899252,0.20428864164925872,5,0
1,43.0,30.65866080266678,8.784411590918124,3.0,20.0,56984,1325,monolithic,3.0,new,private_parking,fully_furnished,Saryshyk,51.11614418398,71.500186139302,2,0,0,1,combined,loggia,0,0.15,0.7129921116899252,0.2042886416492587,1,0
2,81.7,58.25145552506689,16.690382022744437,9.0,15.0,70739,865,monolithic,2.7,unknown,private_parking,unknown,Baikonur,51.170820079808,71.437365151942,8,0,0,1,unknown,unknown,0,0.6,0.7129921116899252,0.2042886416492587,16,0
2,60.0,42.77952670139551,11.0,9.0,12.0,88424,1473,brick,3.0,unknown,private_parking,fully_furnished,Nura,51.124495289556,71.380201673657,2,0,0,1,combined,loggia,0,0.75,0.7129921116899252,0.18333333333333332,1,0
2,44.96,32.05612534157903,9.184817328550672,13.0,15.0,57770,1284,monolithic,3.0,new,private_parking,unknown,Saryshyk,51.116267059046,71.510556827621,7,0,0,1,unknown,unknown,0,0.8666666666666667,0.7129921116899252,0.20428864164925872,11,0
2,80.4,57.324565779869985,13.0,16.0,16.0,70739,879,monolithic,3.0,good,private_parking,unknown,Almaty,51.124025341984,71.480780956771,6,0,0,1,unknown,unknown,0,1.0,0.7129921116899252,0.1616915422885572,8,0
2,45.0,32.08464502604663,9.192988874216642,3.0,9.0,67791,1506,monolithic,2.7,unknown,private_parking,unknown,Almaty,51.117601713922,71.492783453293,7,0,0,1,combined,unknown,0,0.3333333333333333,0.7129921116899252,0.2042886416492587,2,0
3,78.0,55.61338471181416,15.934514048642178,7.0,9.0,119078,1526,brick,3.0,unknown,private_parking,unknown,Nura,51.124626261299,71.392736780006,8,0,0,1,unknown,unknown,0,0.7777777777777778,0.7129921116899252,0.2042886416492587,5,0
4,117.4,83.70527391239722,16.0,7.0,9.0,149338,1272,brick,3.0,unknown,private_parking,unknown,Yesil,51.070762466858,71.424167889501,7,0,0,1,unknown,unknown,0,0.7777777777777778,0.7129921116899252,0.1362862010221465,12,0
