rooms,area,living_area,kitchen_area,floor,total_floors,price_usd,price_per_m2,house_type,ceiling_height,condition,parking,furniture,district,latitude,longitude,null_counts,has_window_grills,security_high,bathroom_count,bathroom_type,balcony_type,wooden_floor,floor_relative,living_ratio,kitchen_ratio,building_age,building_stage
2,56.2,40.070156676973795,9.0,6.0,9.0,55019,978,brick,2.7,good,private_parking,unknown,Almaty,51.144207,71.511592,2,0,0,2,multiple,balcony,0,0.6666666666666666,0.7129921116899252,0.16014234875444838,6,0
1,41.0,29.23267657928693,6.0,12.0,12.0,70739,1725,monolithic,2.7,unknown,private_parking,unknown,Nura,51.134076416765,71.384704014664,7,0,0,1,unknown,unknown,0,1.0,0.7129921116899252,0.14634146341463414,3,0
3,62.2,44.34810934711334,16.6,7.0,12.0,97266,1563,brick,3.0,unknown,private_parking,fully_furnished,Almaty,51.14227702044,71.459760518887,2,0,1,1,separate,loggia,0,0.5833333333333334,0.7129921116899252,0.26688102893890675,1,0
2,50.0,35.64960558449626,9.0,6.0,6.0,43229,864,brick,2.7,unknown,no_parking,unknown,Almaty,51.155857,71.474447,6,0,0,1,separate,loggia,0,1.0,0.7129921116899252,0.18,32,0
3,65.0,46.34448725984514,13.278761707201815,4.0,9.0,78599,1209,brick,2.7,good,private_parking,unknown,Nura,51.145949448562,71.382059688912,4,1,0,1,separate,balcony,0,0.4444444444444444,0.7129921116899252,0.2042886416492587,11,0
2,58.0,41.35354247801566,11.848741215657004,6.0,9.0,82529,1422,brick,3.0,unknown,private_parking,unknown,Nura,51.128143436751,71.371700763593,8,0,0,1,unknown,unknown,0,0.6666666666666666,0.7129921116899252,0.2042886416492587,2,0
1,42.0,29.945668690976856,12.0,6.0,12.0,62879,1497,unknown,3.0,rough,private_parking,unknown,Nura,51.132720109861,71.384153365871,5,0,0,1,combined,loggia,0,0.5,0.7129921116899252,0.2857142857142857,1,0
3,85.0,60.60432949364364,17.364534540186987,10.0,12.0,95301,1121,brick,3.0,unknown,private_parking,fully_furnished,Saryarka,51.166576678613,71.373293000596,4,1,1,1,unknown,loggia,0,0.8333333333333334,0.7129921116899252,0.20428864164925867,2,0
2,40.0,28.519684467597006,8.171545665970347,8.0,9.0,62879,1571,brick,3.0,new,no_parking,unfurnished,Yesil,51.126386070673,71.377303282148,3,0,1,1,combined,balcony,0,0.8888888888888888,0.7129921116899252,0.2042886416492587,1,0
3,102.0,72.72519539237237,15.0,9.0,20.0,98249,963,monolithic,3.0,new,private_parking,fully_furnished,Saryarka,51.161663930216,71.401334954426,2,0,0,1,combined,multiple,0,0.45,0.7129921116899252,0.14705882352941177,16,0
3,118.0,84.13306917941117,24.106059714612528,7.0,7.0,186673,1581,monolithic,4.0,unknown,private_parking,unknown,Almaty,51.114771250449,71.473135733538,6,0,0,2,multiple,multiple,0,1.0,0.7129921116899252,0.2042886416492587,2,0
3,97.0,69.16023483392274,19.815998239978093,4.0,5.0,196498,2025,brick,3.0,unknown,private_parking,unknown,Yesil,51.085495806222,71.42829531904,8,0,0,1,unknown,unknown,0,0.8,0.7129921116899252,0.2042886416492587,8,0
1,35.55,25.34686957057684,7.262461210631146,6.0,9.0,58458,1644,monolithic,3.0,unknown,private_parking,unknown,Yesil,51.10002897322,71.439932308742,5,0,1,1,combined,loggia,0,0.6666666666666666,0.7129921116899252,0.2042886416492587,0,1
2,43.0,30.65866080266678,8.784411590918124,7.0,9.0,76437,1777,brick,3.0,new,private_parking,fully_furnished,Yesil,51.070762466858,71.424167889501,4,0,1,1,unknown,unknown,0,0.7777777777777778,0.7129921116899252,0.2042886416492587,1,0
2,60.7,43.27862117957846,12.400320548110003,9.0,10.0,88424,1456,monolithic,2.7,new,private_parking,unknown,Almaty,51.135205651399,71.466109278036,3,0,0,1,separate,balcony,0,0.9,0.7129921116899252,0.20428864164925867,12,0
1,35.4,25.23992075382335,9.3,2.0,6.0,41264,1165,brick,2.7,good,no_parking,partially_furnished,Almaty,51.149009,71.528525,4,0,0,1,separate,unknown,0,0.3333333333333333,0.7129921116899252,0.2627118644067797,7,0
2,50.0,35.64960558449626,10.214432082462935,5.0,9.0,62682,1253,monolithic,3.0,rough,private_parking,unknown,Almaty,51.115017841871,71.467911612567,7,0,0,1,unknown,unknown,0,0.5555555555555556,0.7129921116899252,0.2042886416492587,1,0
2,69.0,49.19645570660484,16.0,1.0,12.0,56984,825,brick,2.7,rough,no_parking,unknown,Almaty,51.164358,71.452752,8,0,0,1,unknown,unknown,0,0.08333333333333333,0.7129921116899252,0.2318840579710145,1,0
2,52.0,37.075589807876106,7.0,9.0,10.0,74669,1435,brick,3.0,unknown,no_parking,fully_furnished,Nura,51.139872,71.385145,4,0,0,1,combined,loggia,0,0.9,0.7129921116899252,0.1346153846153846,7,0
2,42.0,29.945668690976856,8.580122949268866,13.0,15.0,70739,1684,monolithic,3.0,new,private_parking,fully_furnished,Yesil,51.099376767375,71.388275237925,2,0,0,1,combined,loggia,0,0.8666666666666667,0.7129921116899252,0.2042886416492587,2,0
1,44.0,31.37165291435671,8.988700232567382,9.0,15.0,49124,1116,brick,2.7,new,private_parking,fully_furnished,Yesil,51.116856412074,71.429218360444,2,1,0,1,combined,loggia,0,0.6,0.7129921116899252,0.20428864164925867,12,0
2,50.1,35.72090479566525,10.234860946627862,5.0,6.0,44212,882,unknown,2.7,unknown,no_parking,unknown,Baikonur,51.167854,71.461421,9,0,0,1,separate,unknown,0,0.8333333333333334,0.712992111689925,0.20428864164925872,37,0
4,98.0,69.87322694561267,13.0,6.0,10.0,157198,1604,brick,3.0,new,private_parking,fully_furnished,Nura,51.100917675017,71.384675501467,2,0,0,2,multiple,multiple,0,0.6,0.7129921116899253,0.1326530612244898,3,0
1,40.5,28.87618052344197,8.273689986794977,2.0,4.0,39299,970,brick,2.7,rough,private_parking,unknown,Yesil,51.073788643854,71.433144807706,7,0,0,1,unknown,unknown,0,0.5,0.7129921116899252,0.2042886416492587,4,0
1,44.0,31.37165291435671,8.988700232567382,15.0,21.0,69756,1585,monolithic,3.0,unknown,private_parking,unknown,unknown,51.085999154374,71.424452716966,9,0,0,1,unknown,unknown,0,0.7142857142857143,0.7129921116899252,0.20428864164925867,1,0
3,63.0,44.91850303646528,12.870184423903298,1.0,5.0,62879,998,brick,2.5,new,no_parking,partially_furnished,Saryarka,51.183473,71.404477,4,0,0,1,separate,unknown,0,0.2,0.7129921116899252,0.2042886416492587,55,0
3,103.0,73.43818750406228,21.041730089873646,7.0,12.0,127723,1240,monolithic,3.0,unknown,private_parking,fully_furnished,Yesil,51.111568,71.43175,5,0,0,2,multiple,unknown,0,0.5833333333333334,0.712992111689925,0.2042886416492587,6,0
2,59.7,42.56562906788854,10.2,2.0,9.0,66809,1119,brick,2.7,unknown,private_parking,fully_furnished,Yesil,51.125239648411,71.424479484558,2,0,0,1,separate,loggia,0,0.2222222222222222,0.7129921116899252,0.1708542713567839,17,0
2,53.3,38.00247955307301,6.0,3.0,6.0,48594,911,brick,2.5,unknown,private_parking,partially_furnished,Yesil,51.059829151514,71.419861380244,2,0,0,1,combined,balcony,0,0.5,0.7129921116899252,0.11257035647279551,12,0
2,51.4,36.64779454086215,8.5,3.0,4.0,42247,821,monolithic,2.7,new,no_parking,fully_furnished,Saryarka,51.201288,71.342592,2,0,0,1,separate,loggia,0,0.75,0.7129921116899252,0.16536964980544747,5,0
3,110.5,78.78562834173673,22.573894902243087,2.0,15.0,114951,1040,monolithic,2.7,unknown,private_parking,unknown,Yesil,51.112595618294,71.41212024438,5,0,0,2,multiple,balcony,0,0.13333333333333333,0.7129921116899252,0.2042886416492587,9,0
3,122.0,86.98503762617086,24.92321428120956,7.0,36.0,149338,1224,monolithic,3.0,unknown,private_parking,unknown,Yesil,51.140239037165,71.414765525406,7,0,0,2,multiple,unknown,0,0.19444444444444445,0.7129921116899252,0.2042886416492587,20,0
3,68.0,48.48346359491491,10.0,1.0,5.0,60914,895,brick,2.7,good,public_parking,fully_furnished,Baikonur,51.160783,71.445242,2,1,0,1,separate,loggia,0,0.2,0.7129921116899252,0.14705882352941177,42,0
2,64.0,45.63149514815521,13.074473065552557,8.0,9.0,45194,706,brick,2.8,rough,private_parking,unfurnished,Almaty,51.111646933355,71.493716240366,6,0,0,1,unknown,unknown,0,0.8888888888888888,0.7129921116899252,0.2042886416492587,3,0
2,60.0,42.77952670139551,11.0,6.0,6.0,47159,785,brick,2.7,unknown,no_parking,unknown,Baikonur,51.164996,71.473701,9,0,0,1,unknown,unknown,0,1.0,0.7129921116899252,0.18333333333333332,20,0
2,60.0,42.77952670139551,12.257318498955522,7.0,9.0,83511,1391,brick,3.0,unknown,private_parking,fully_furnished,Nura,51.137719,71.366748,4,0,1,1,combined,balcony,0,0.7777777777777778,0.7129921116899252,0.2042886416492587,4,0
2,68.8,49.05385728426685,10.6,7.0,10.0,72311,1051,brick,2.7,unknown,no_parking,unknown,Nura,51.135139119838,71.373290007319,9,0,0,1,unknown,unknown,0,0.7,0.7129921116899252,0.15406976744186046,4,0
2,57.0,40.64055036632573,11.644452574007746,2.0,7.0,54626,958,unknown,3.0,unknown,public_parking,fully_furnished,Yesil,51.14441,71.359983,4,0,0,1,combined,multiple,0,0.2857142857142857,0.7129921116899252,0.2042886416492587,6,0
2,72.2,51.4780304640126,18.0,5.0,17.0,117899,1632,monolithic,3.0,new,private_parking,fully_furnished,Nura,51.128204596981,71.38541221575,2,0,1,1,unknown,balcony,0,0.29411764705882354,0.7129921116899252,0.2493074792243767,3,0
1,37.5,26.737204188372193,7.660824061847201,7.0,9.0,45194,1205,unknown,2.7,unknown,private_parking,partially_furnished,Nura,51.13376858683,71.361023186476,5,0,0,1,combined,balcony,0,0.7777777777777778,0.7129921116899252,0.2042886416492587,9,0
4,114.0,81.28110073265147,13.0,10.0,12.0,137352,1204,brick,3.0,unknown,private_parking,unknown,Nura,51.101139264513,71.382877876182,6,0,0,2,multiple,unknown,0,0.8333333333333334,0.7129921116899252,0.11403508771929824,0,1
1,30.0,21.389763350697756,6.128659249477761,5.0,16.0,32225,1074,brick,2.7,new,no_parking,fully_furnished,Saryarka,51.179395301204,71.374976798688,3,0,0,1,combined,balcony,0,0.3125,0.7129921116899252,0.2042886416492587,12,0
3,90.0,64.16929005209326,17.0,9.0,15.0,137548,1528,monolithic,3.0,unknown,private_parking,fully_furnished,Almaty,51.126380693051,71.481185264143,2,0,0,2,multiple,loggia,0,0.6,0.7129921116899252,0.18888888888888888,4,0
2,61.0,43.49251881308543,12.46160714060478,17.0,24.0,60914,998,monolithic,2.7,unknown,private_parking,unfurnished,Saryarka,51.168374,71.395592,4,0,0,1,combined,loggia,1,0.7083333333333334,0.7129921116899252,0.2042886416492587,2,0
3,98.0,69.87322694561267,12.0,10.0,13.0,71525,729,monolithic,2.7,unknown,private_parking,unknown,Saryarka,51.18894828847,71.382399078721,5,0,0,2,multiple,multiple,0,0.7692307692307693,0.7129921116899253,0.12244897959183673,10,0
2,59.0,42.06653458970558,12.0,5.0,9.0,89406,1515,brick,3.0,unknown,no_parking,fully_furnished,Yesil,51.108956,71.440221,6,0,0,1,unknown,unknown,0,0.5555555555555556,0.7129921116899252,0.2033898305084746,5,0
3,70.0,49.90944781829476,12.0,6.0,11.0,66612,951,brick,2.7,new,private_parking,partially_furnished,Saryarka,51.171384,71.380905,1,0,0,1,separate,balcony,0,0.5454545454545454,0.7129921116899252,0.17142857142857143,11,0
4,145.0,103.38385619503914,29.62185303914251,3.0,16.0,294551,2031,monolithic,3.0,unknown,private_parking,fully_furnished,Yesil,51.074512795215,71.420124104588,7,0,0,2,unknown,unknown,0,0.1875,0.7129921116899252,0.2042886416492587,2,0
2,60.8,43.34992039074745,14.8,4.0,9.0,48142,791,unknown,2.7,unknown,no_parking,unknown,Saryarka,51.179995,71.407019,9,0,0,1,separate,unknown,0,0.4444444444444444,0.7129921116899252,0.24342105263157898,22,0
3,148.0,105.52283253010893,17.2,9.0,14.0,148061,1000,monolithic,2.75,unknown,private_parking,unknown,Saryarka,51.158804589023,71.405271228125,7,0,0,1,unknown,unknown,0,0.6428571428571429,0.7129921116899252,0.11621621621621621,18,0
1,40.0,28.519684467597006,8.171545665970347,10.0,10.0,41264,1031,monolithic,3.0,good,private_parking,unknown,Yesil,51.132468559319,71.435081586242,4,1,1,1,separate,unknown,0,1.0,0.7129921116899252,0.2042886416492587,16,0
1,49.0,34.936613472806336,10.010143440813676,5.0,9.0,48142,982,unknown,2.7,unknown,private_parking,fully_furnished,Baikonur,51.167611,71.449878,4,0,0,1,combined,balcony,0,0.5555555555555556,0.7129921116899253,0.2042886416492587,5,0
3,96.0,68.44724272223282,19.611709598328837,9.0,12.0,95301,992,monolithic,2.7,good,no_parking,fully_furnished,Almaty,51.124860598724,71.483709025924,7,0,0,1,unknown,unknown,0,0.75,0.7129921116899252,0.20428864164925872,14,0
2,57.0,40.64055036632573,11.644452574007746,8.0,17.0,93336,1637,monolithic,3.15,unknown,private_parking,unknown,Almaty,51.129258135817,71.463185923378,8,0,0,1,unknown,unknown,0,0.47058823529411764,0.7129921116899252,0.2042886416492587,1,0
3,70.0,49.90944781829476,14.30020491544811,8.0,9.0,96284,1375,brick,3.0,new,no_parking,fully_furnished,Saryshyk,51.114107,71.491038,3,0,0,2,multiple,balcony,0,0.8888888888888888,0.7129921116899252,0.2042886416492587,2,0
4,130.0,92.68897451969028,26.55752341440363,6.0,6.0,186673,1435,monolithic,3.0,unknown,private_parking,unknown,Yesil,51.091070057522,71.404336941652,8,0,0,2,unknown,unknown,0,1.0,0.7129921116899252,0.2042886416492587,10,0
2,73.0,52.048424153364536,13.0,7.0,7.0,121829,1668,monolithic,3.3,new,private_parking,fully_furnished,Yesil,51.086719686982,71.426868280361,1,0,1,1,separate,loggia,0,1.0,0.7129921116899252,0.1780821917808219,6,0
2,62.0,44.20551092477536,12.665895782254038,3.0,9.0,60914,982,brick,2.7,unknown,public_parking,partially_furnished,Almaty,51.154975,71.510191,3,0,0,1,separate,loggia,0,0.3333333333333333,0.7129921116899252,0.2042886416492587,19,0
2,54.0,38.501574031255956,11.03158664905997,4.0,13.0,51089,946,monolithic,2.8,unknown,private_parking,fully_furnished,Almaty,51.141042045791,71.507531567196,5,0,0,1,unknown,loggia,0,0.3076923076923077,0.7129921116899252,0.2042886416492587,6,0
1,34.45,24.562578247717923,7.037743704816963,4.0,12.0,42247,1226,monolithic,2.65,unknown,private_parking,unknown,Nura,51.081668871027,71.379566137076,8,0,0,1,unknown,unknown,0,0.3333333333333333,0.7129921116899252,0.2042886416492587,1,0
3,110.6,78.85692755290572,14.8,6.0,8.0,206323,1865,monolithic,3.3,unknown,private_parking,fully_furnished,Almaty,51.118181128423,71.457073870545,2,0,1,2,multiple,multiple,0,0.75,0.7129921116899252,0.13381555153707053,8,0
3,85.0,60.60432949364364,14.0,7.0,8.0,168006,1976,brick,3.0,unknown,no_parking,fully_furnished,Almaty,51.073174,71.420431,6,0,0,2,multiple,unknown,0,0.875,0.7129921116899252,0.16470588235294117,3,0
1,31.0,22.10275546238768,5.0,5.0,5.0,29474,950,panel,2.7,unknown,no_parking,fully_furnished,Almaty,51.155862,71.486924,4,0,0,1,combined,balcony,0,1.0,0.7129921116899252,0.16129032258064516,40,0
2,45.0,32.08464502604663,9.192988874216642,12.0,12.0,56002,1244,monolithic,3.0,new,private_parking,partially_furnished,Saryshyk,51.116577158075,71.50893728337,4,0,0,1,combined,unknown,0,1.0,0.7129921116899252,0.2042886416492587,1,0
1,37.7,26.87980261071018,7.701681790177053,9.0,12.0,47159,1250,monolithic,3.0,unknown,private_parking,unknown,Nura,51.096908646153,71.382093393245,8,0,0,1,unknown,unknown,0,0.75,0.7129921116899252,0.2042886416492587,1,0
3,91.0,64.88228216378319,14.0,9.0,9.0,129688,1425,monolithic,3.0,unknown,private_parking,unknown,Nura,51.135942676552,71.394940248194,6,0,0,2,multiple,unknown,0,1.0,0.7129921116899252,0.15384615384615385,0,1
2,70.88,50.53688087658189,14.479978920099455,3.0,9.0,112004,1580,monolithic,3.0,rough,private_parking,unknown,Nura,51.134387015427,71.386815497076,7,0,0,1,unknown,unknown,0,0.3333333333333333,0.7129921116899252,0.2042886416492587,0,1
2,51.0,36.362597696186185,10.418720724112193,7.0,12.0,53054,1040,monolithic,3.0,rough,no_parking,unknown,Nura,51.16781052871,71.374164616074,8,0,0,1,unknown,unknown,0,0.5833333333333334,0.7129921116899252,0.2042886416492587,1,0
1,44.0,31.37165291435671,13.7,9.0,9.0,51089,1161,monolithic,2.85,unknown,private_parking,unknown,unknown,51.081783532424,71.49415890429,7,0,0,1,combined,unknown,0,1.0,0.7129921116899252,0.31136363636363634,0,1
3,60.0,42.77952670139551,19.5,1.0,4.0,51089,851,brick,2.7,good,private_parking,fully_furnished,Yesil,51.122209413765,71.286635398865,1,0,0,1,separate,balcony,0,0.25,0.7129921116899252,0.325,6,0
3,84.0,59.89133738195371,17.16024589853773,6.0,14.0,76634,912,monolithic,2.7,unknown,private_parking,unknown,Saryarka,51.17455414127,71.352390463068,8,0,0,1,unknown,unknown,0,0.42857142857142855,0.7129921116899252,0.2042886416492587,1,0
2,41.0,29.23267657928693,8.375834307619607,17.0,18.0,71721,1749,monolithic,3.0,unknown,private_parking,unknown,Yesil,51.101263915158,71.440400389547,8,0,0,1,unknown,unknown,0,0.9444444444444444,0.7129921116899252,0.20428864164925872,1,0
2,57.0,40.64055036632573,11.0,6.0,9.0,85476,1499,monolithic,2.7,unknown,private_parking,fully_furnished,Nura,51.113366,71.396554,2,0,1,1,combined,loggia,0,0.6666666666666666,0.7129921116899252,0.19298245614035087,5,0
3,108.0,77.00314806251191,17.0,1.0,5.0,74669,691,brick,2.7,good,public_parking,fully_furnished,Saryarka,48.143861,81.102141,1,0,0,2,multiple,multiple,0,0.2,0.7129921116899252,0.1574074074074074,22,0
2,57.4,40.925747211001706,10.3,2.0,9.0,68774,1198,monolithic,3.2,unknown,private_parking,unknown,Yesil,51.146880684561,71.392486095428,4,0,1,1,combined,multiple,0,0.2222222222222222,0.7129921116899253,0.17944250871080142,0,1
3,76.0,54.187400488434314,15.52593676534366,7.0,10.0,87422,1150,monolithic,2.9,new,private_parking,fully_furnished,Almaty,51.128388403692,71.487231149822,3,0,0,1,combined,loggia,0,0.7,0.7129921116899252,0.2042886416492587,5,0
1,40.0,28.519684467597006,8.171545665970347,5.0,9.0,52072,1301,monolithic,2.7,unknown,no_parking,fully_furnished,Nura,51.11517,71.38996,5,0,0,1,combined,balcony,0,0.5555555555555556,0.7129921116899252,0.2042886416492587,5,0
2,48.1,34.2949205722854,9.826283663329344,1.0,18.0,49124,1021,monolithic,2.7,unknown,private_parking,partially_furnished,Saryshyk,51.130118367877,71.50310920144,2,0,1,1,combined,balcony,0,0.05555555555555555,0.7129921116899252,0.2042886416492587,10,0
1,35.5,25.311219964992343,7.252246778548684,6.0,12.0,30457,857,monolithic,2.7,good,no_parking,fully_furnished,Saryarka,51.180723,71.437068,5,0,0,1,combined,unknown,0,0.5,0.7129921116899252,0.2042886416492587,16,0
1,39.1,27.877991567076073,7.987685888486015,5.0,5.0,30457,778,brick,2.7,good,no_parking,unknown,Saryarka,51.171666,71.388954,8,0,0,1,unknown,unknown,0,1.0,0.7129921116899252,0.2042886416492587,16,0
3,117.4,83.70527391239722,23.983486529622972,8.0,9.0,119864,1020,other,3.0,good,private_parking,unknown,Yesil,51.124646341847,71.42209969461,6,0,0,1,unknown,unknown,0,0.8888888888888888,0.7129921116899252,0.2042886416492587,19,0
2,55.0,39.214566142945884,11.235875290709227,10.0,12.0,68774,1250,brick,3.0,new,no_parking,fully_furnished,Nura,51.15462,71.363469,4,0,1,1,unknown,loggia,0,0.8333333333333334,0.7129921116899252,0.20428864164925867,3,0
3,85.0,60.60432949364364,17.364534540186987,8.0,11.0,62879,739,brick,2.8,unknown,private_parking,unknown,Nura,51.148665,71.357459,6,0,1,1,unknown,balcony,0,0.7272727272727273,0.7129921116899252,0.20428864164925867,1,0
1,21.8,15.54322803484037,4.4534923879538395,4.0,9.0,24562,1126,brick,2.7,unknown,private_parking,unknown,Almaty,51.111171062522,71.493139356065,4,0,0,1,combined,balcony,0,0.4444444444444444,0.7129921116899252,0.2042886416492587,4,0
3,68.0,48.48346359491491,13.891627632149591,7.0,9.0,76634,1126,unknown,2.7,new,no_parking,fully_furnished,Nura,51.123577,71.357055,9,0,0,1,unknown,unknown,0,0.7777777777777778,0.7129921116899252,0.2042886416492587,6,0
2,69.6,49.624250973618786,9.0,2.0,10.0,78402,1126,brick,2.7,unknown,no_parking,fully_furnished,Yesil,51.09320962282,71.448574268011,3,0,0,1,combined,balcony,0,0.2,0.7129921116899252,0.12931034482758622,11,0
2,57.0,40.64055036632573,11.0,12.0,12.0,63861,1120,brick,2.7,unknown,no_parking,unknown,Saryshyk,51.106611924814,71.510803699493,9,0,0,1,unknown,unknown,0,1.0,0.7129921116899252,0.19298245614035087,1,0
2,56.52,40.298314152714575,9.76,8.0,8.0,98249,1738,monolithic,3.0,unknown,private_parking,unfurnished,Yesil,51.099253245047,71.442776295289,6,0,0,1,unknown,unknown,0,1.0,0.7129921116899252,0.17268223637650387,0,1
2,55.5,39.57106219879085,11.338019611533857,3.0,9.0,65433,1178,monolithic,3.0,unknown,private_parking,unknown,Saryshyk,51.119853268966,71.494893562039,8,0,0,1,unknown,unknown,0,0.3333333333333333,0.7129921116899252,0.2042886416492587,1,0
1,44.0,31.37165291435671,13.0,5.0,12.0,32854,746,unknown,2.7,unknown,private_parking,unknown,Almaty,51.13941767,71.469061024459,7,0,0,1,combined,loggia,0,0.4166666666666667,0.7129921116899252,0.29545454545454547,0,1
3,58.1,41.42484168918465,3.6,5.0,5.0,58753,1011,brick,2.6,unknown,public_parking,fully_furnished,Baikonur,51.169616,71.434382,2,0,0,1,combined,multiple,0,1.0,0.7129921116899252,0.06196213425129088,56,0
2,53.0,37.788581919566035,10.0,9.0,9.0,60914,1149,monolithic,2.65,unknown,private_parking,unknown,Nura,51.081668871027,71.379566137076,6,0,0,1,combined,unknown,0,1.0,0.7129921116899252,0.18867924528301888,1,0
1,39.4,28.09188920058305,10.5,7.0,9.0,68774,1745,monolithic,3.0,unknown,no_parking,unknown,Nura,51.13647797848,71.397055873988,6,0,0,1,combined,loggia,0,0.7777777777777778,0.7129921116899252,0.26649746192893403,3,0
2,47.0,33.51062924942648,9.601566157515158,17.0,21.0,92354,1964,other,3.1,new,private_parking,unknown,Yesil,51.12669177416,71.419534459286,3,0,1,1,combined,unknown,0,0.8095238095238095,0.712992111689925,0.2042886416492587,4,0
2,48.0,34.22362136111641,6.0,5.0,5.0,39299,818,panel,2.7,new,no_parking,fully_furnished,Almaty,51.152557,71.464511,2,0,0,1,combined,balcony,0,1.0,0.7129921116899252,0.125,49,0
1,45.5,32.441141081891594,10.5,12.0,13.0,40085,881,monolithic,2.7,good,public_parking,fully_furnished,Baikonur,51.168379,71.448234,1,0,0,1,combined,balcony,0,0.9230769230769231,0.7129921116899252,0.23076923076923078,14,0
2,37.4,26.6659049772032,7.640395197682275,3.0,3.0,33011,882,brick,2.7,good,public_parking,fully_furnished,Saryarka,51.186787,71.374096,4,0,0,1,combined,balcony,0,1.0,0.7129921116899252,0.2042886416492587,39,0
4,123.0,87.6980297378608,25.12750292285882,6.0,16.0,225973,1837,monolithic,3.0,unknown,private_parking,unknown,Yesil,51.083767,71.420503,8,0,0,2,unknown,unknown,0,0.375,0.7129921116899252,0.2042886416492587,0,1
2,55.86,39.82773935899922,11.41156352252759,4.0,9.0,84494,1512,monolithic,3.0,unknown,private_parking,unknown,Yesil,51.100081415114,71.439426566226,8,0,0,1,unknown,unknown,0,0.4444444444444444,0.7129921116899252,0.2042886416492587,0,1
2,60.0,42.77952670139551,12.257318498955522,5.0,10.0,91371,1522,brick,3.0,new,no_parking,fully_furnished,Almaty,51.13681219389,71.460147039948,3,1,0,1,combined,balcony,0,0.5,0.7129921116899252,0.2042886416492587,4,0
2,67.9,48.412164383745925,11.7,10.0,14.0,46590,686,brick,2.7,rough,no_parking,unknown,unknown,51.191106,71.336932,7,0,0,1,combined,balcony,0,0.7142857142857143,0.7129921116899252,0.17231222385861558,5,0
3,100.0,71.29921116899251,18.0,9.0,10.0,140496,1404,brick,3.0,unknown,private_parking,fully_furnished,Yesil,51.098058309585,71.43416082537,4,0,1,2,multiple,unknown,0,0.9,0.7129921116899252,0.18,6,0
2,43.0,30.65866080266678,8.784411590918124,4.0,9.0,59932,1393,monolithic,2.7,new,no_parking,unknown,Nura,51.114916,71.392862,8,0,0,1,unknown,unknown,0,0.4444444444444444,0.7129921116899252,0.2042886416492587,1,0
3,73.0,52.048424153364536,14.913070840395886,1.0,6.0,56002,767,brick,2.5,unknown,public_parking,partially_furnished,Baikonur,51.168725433351,71.463018701288,3,0,0,1,separate,multiple,0,0.16666666666666666,0.7129921116899252,0.2042886416492587,37,0
1,38.0,27.093700244217157,7.76296838267183,3.0,10.0,28492,749,unknown,2.7,rough,private_parking,unknown,Almaty,51.119761,71.515859,6,0,1,1,unknown,balcony,0,0.3,0.7129921116899252,0.2042886416492587,0,1
3,83.0,59.17834527026379,14.0,8.0,8.0,102179,1231,brick,2.7,good,private_parking,partially_furnished,Yesil,51.096309,71.444883,2,0,0,1,combined,loggia,0,1.0,0.7129921116899252,0.1686746987951807,10,0
2,45.0,32.08464502604663,12.0,6.0,9.0,58949,1309,brick,2.7,unknown,no_parking,partially_furnished,Almaty,51.113470913812,71.513625543543,3,1,0,1,combined,balcony,0,0.6666666666666666,0.7129921116899252,0.26666666666666666,4,0
2,61.4,43.777715657761405,10.0,8.0,9.0,51089,832,brick,2.8,unknown,no_parking,fully_furnished,Almaty,51.159986,71.48908,4,0,0,1,combined,balcony,0,0.8888888888888888,0.7129921116899252,0.16286644951140067,12,0
2,47.0,33.51062924942648,6.0,8.0,9.0,43229,919,brick,2.7,good,no_parking,fully_furnished,Almaty,51.153883897299,71.5065762015,4,0,0,1,combined,unknown,0,0.8888888888888888,0.712992111689925,0.1276595744680851,19,0
1,45.0,32.08464502604663,12.38,5.0,9.0,64647,1436,brick,3.0,unknown,private_parking,unknown,Saryshyk,51.114610092646,71.477375267124,7,0,0,1,unknown,unknown,0,0.5555555555555556,0.7129921116899252,0.27511111111111114,0,1
2,77.0,54.900392600124235,15.73022540699292,10.0,14.0,100214,1301,monolithic,3.0,unknown,private_parking,unknown,Yesil,51.113532173487,71.434919161626,8,0,0,1,unknown,unknown,0,0.7142857142857143,0.7129921116899252,0.2042886416492587,10,0
3,96.6,68.87503798924676,19.73428278331839,4.0,9.0,123793,1281,brick,3.0,unknown,private_parking,unknown,Saryshyk,51.111004564807,71.50231480032,8,0,0,1,unknown,unknown,0,0.4444444444444444,0.7129921116899252,0.2042886416492587,4,0
3,111.2,79.28472281991968,22.71689695139757,6.0,13.0,108074,971,monolithic,3.0,good,no_parking,fully_furnished,Saryarka,51.159370186012,71.405506721931,3,0,0,1,combined,loggia,0,0.46153846153846156,0.7129921116899252,0.2042886416492587,19,0
3,75.0,53.474408376744385,15.321648123694402,4.0,12.0,75651,1008,brick,2.7,unknown,private_parking,unknown,Almaty,51.141409660873,71.476547029508,7,0,0,1,unknown,unknown,0,0.3333333333333333,0.7129921116899252,0.2042886416492587,8,0
1,41.7,29.73177105746988,10.8,11.0,12.0,44801,1074,monolithic,3.0,unknown,private_parking,unfurnished,Nura,51.096908646153,71.382093393245,3,0,1,1,combined,loggia,0,0.9166666666666666,0.7129921116899252,0.2589928057553957,1,0
